beer_name,beer_rating,brewery_location,brewery_name,review_content,reviewer_name
Block Three Hype ,1.9,"St Jacob's, Ontario",Block Three,"I like sours, I really do. But I just can't get on board with this, because it isn't just tart, it's more like ""I think the vinegar bottle leaked I to my beer"" sour. There is some fruit in there, but it's just overwhelmed by an aserbic mouthful. Sorry. Nope.",Helsdon
London Co-Op London Natural Lager,1.4,"London, Ontario",London Brewing Co-Op,"tastes like a slightly improved version of a discount canadian lager like laker. very limited use of hops, not really clear what variety at all, it says local hops. taste lacks malt character or bitterness. it really just tastes like a 5% malt liquor style discount beer but without the adjunct harshness. complete garbage for 3.25 a tallboy",fredthecat
Great Lakes Ohio City Oatmeal Stout,1.7,"Cleveland, Ohio",Great Lakes Brewing (Ohio),"This just tastes funny. Sort of a watery, kinda minty, something-is-off flavor, kinda like sour milk. I don't know if it's because my palate is wrecked from just drinking a different beer (an inoffensive if not particularly good brown ale), or if I'm using the wrong glassware (teku glasses aren't the best for stouts), or what. Not the glassware, poured it into a dimpled mug and I'm getting the same thing. Maybe there's something wrong with this one, but from what I can tell, this is a bad beer.",EvanFriend
Oakham Green Devil IPA,1.5,"Peterborough, Cambridgeshire",Oakham Ales,"Was on offer in the local so tried it. This isn’t a good beer. No depth, it’s over sweet not tropical. So disappointed, it’s like an artificially flavoured cheap lager!

Sorry but I bought 4 of these and be nothing else to drink!",SampleScout19
Deschutes Botanic Ale,1.6,"Bend, Oregon",Deschutes Brewery,"Bottle on clearance at bowsers, cheap. Cloudy pale, aroma of some kindah spice. Odd weird unique spice thang on teh uptake, but not real bitter. Yes, quite unique, almost like trying to like medicine. Whew. Difficult. A little too different I'd say. Whew. Perhaps just a tad of warming sensations from the ginger. Not sure about any lime tho. Would not repeat, repeat, would not repeat, heheheh.",cheap
Queen City Yorkshire Porter,1.3,"Burlington, Vermont",Queen City Brewery,"Thin bodied, almost no foam or head, zero lacing and only a hint of the characteristics of what is typically a rich and full-bodied style. Add to this the unfriendly service at their South Burlington, VT 'taproom' in the brewery, and I recommend you avoid this one.",TigerSoul
Bruch Saar Radler,1.8,"Saarbrücken, Saarland",Brauerei G.A. Bruch,"Clear pale with no head.
Smell of lemon. Lemonade at the attack, in the middle of the sip hoppy bitterness and then a malty ending. A sweetener overlay during the whole sip. Medium carbonation.",ophone
BRLO KaDeWe Pils,1.9,"Berlin, Berlin",BRLO,"Danke an rauchbierlover. Trocken getreidiger, fein herber Beginn. Standard, langweilig, kurzer Abgang. Muss nicht sein. 8/7/6/6/7/6",Koelschtrinker
Woods Shropshire Lass,1.8,"Craven Arms, Shropshire",Woods Brewery,"Cask at The Moon Under Water (JDW), Watford in 2012. Murky mid golden with a scummy white head. Aroma of stale malt, light grass and sweets. Sweaty cask, and probably not in good nic. Damp malt and wet grass flavours and an unpleasant linger.",Beese
Wild Beer Nebula,1.8,"Shepton Mallet, Somerset",Wild Beer,"Keg at We Brought Beer, Balham.  Hazy straw with a white head.  Aroma of wet grass, some over-ripe fruit and that wet dog note.  Flavour is very sweet and caramelly, and I’m getting quite a note of skunked hops on this.  Not sure if that’s deliberately to make the beer sweeter.  However, it seems Wild might be missing the point of NEIPAs and their sweetness.  Flavour is again sweet, before there’s a rush of slightly metallic bitterness, followed by a lingering flavour, not unlike that which you might get after rapidly consuming a whole tube of fruit pastilles.",Beese
Revolutions Bizarre Love Triangle,1.9,"Castleford, West Yorkshire",Revolutions Brewing,"Gravicask, third, shared with Finn at the 22nd Oxford Beer & Cider Festival. No head, hazed golden body, poor lacing. Very modest spiced fruity smell. Flavoured with ginger, paper and cucumber. Prolonged ending. Possible to drink, not my kind of mix. (25.10.2019).",Rune
Minhas Imperial Jack Double IPA,1.7,"Monroe, Wisconsin",Minhas Craft Brewery (Minhas Brewery),"0,33 litre can from Trader Joe’s, Vista, Ca. Golden with white head. Malts, hops, bitterness, strong, alcohol. Not good!",ChrisOfstad
Klüvers Weizen Alkoholfrei,1.8,"Neustadt, Schleswig-Holstein",Klüvers Brauhaus,Creamy white good mostly lasting head. Pale yellow colour. Light malty and hoppy aroma. Light bitter flavor. Short light bitter finish. Watery palate.,HenrikSoegaard
King Cobra Malt Liquor,1.6,"St. Louis, Missouri",Anheuser-Busch InBev (AB InBev),"32 ounce Bottle from Texas Wine and Spirits, Carlsbad, Ca. Clear Golden with white head. Malty,  sweetness, grain.",ChrisOfstad
Copper Street Shield Maiden,1.9,"Dorchester, Dorset",Copper Street Brewery,"Third, gravicask, at the 22nd Oxford Beer & Cider Festival. Shared with Finn. Hazed golden-amber body, naked at the surface, spotty lacing. Ginger nose. Perfumed ginger flavours. Ends like that. Drinkable, but not my kind of beer, sorry. (25.10.2019).",Rune
Gekkeikan (Laurel Crown) Traditional Sake,1.9,"Folsom, California",Gekkeikan Sake (USA),I can’t believe that I ever liked this stuff. I guess getting out and trying what the world has to offer will change one’s perspective. Big grainy rice aroma and flavor. Not much else other than alcohol. Meh.,Handypaul
Partizan Atomium,1.9,"Bermondsey, Greater London",Partizan Brewing,"* Bottle 4.7% Belgian Pale Ale.
* Appearance is hazy gold with a white thick head. 
* Aroma is strong herbal, coriander and lemon. 
* Palate is strong body, slightly oily, high carbonation, with very fine bubbles. 
* Taste is bitter, malty, spicy, lemon, corriander, chalky and hay. 
* Finish is medium dry.
* Overall a dry, spicy, corriander taste with OK mouthfeel, 1.9/5.",MrJamesMcEwan
Lionshead,1.9,"Wilkes-Barre, Pennsylvania",Lion Brewery,Pours clear straw with a white head. Aroma is Saaz hops. Taste is light Saaz hops. Finish is nonexistent.,GregMooreNH
Blue Point Shore Thing,1.5,"Patchogue, New York",Blue Point Brewing (AB InBev),12 oz. can. Pours a hazy pale yellow color with a tiny white head and poor retention. No lacing. Aroma of lightly sour pale malts. The taste follows the nose. Slightly sour malt flavor and a short finish. Very watery body and mouthfeel. Not worthy.,Kleg
Wild Beer Epic Saison,1.8,"Shepton Mallet, Somerset",Wild Beer,"* Bottle 5% Farmhouse Ale.
* Appearance is hazy pale gold with an off-white dissipating head. 
* Aroma is earthy, bread, and spicy.
* Palate is medium body, oily, high carbonation, with very fine bubbles. 
* Taste is dry, musty, bittersweet. 
* Finish is very dry and bitter.
* Overall a musty, bitter, tangerine taste with a chalky mouthfeel, high carbonation 1.8/5.",MrJamesMcEwan
Argus El Bravos,0.7,"Neckarsulm, Baden-Württemberg",Lidl Europe,kupljeno u lidla ... bezveze potroseni novac ... od tequile niti t.. grozno ..samo se osjeti secer .. vocno pivo ... idealno za ne popiti .. steta proizvodnje ...........,funcut
Harboe Premium Bear Beer Wheat,1.0,"Skælskør, Denmark",Harboes Bryggeri,"Aroma- bananas, as typical for wheat beers
Taste - horrible, not even like bananas, fuj, rusty in mouth 
Don’t recommend",koblih
Epic Big Bad Baptist - Quadruple Barrel,1.8,"Salt Lake City, Utah",Epic Brewing Company (UT/CO),"Pours a pitch-black coloration with a medium, creamy, mocha-colored head. Smells of roasted, caramel malt, coffee, dark chocolate, lighter coconut and just a hint of an offensive, tart, soapy note that intensifies upon swirling. Taste is dominated by that offensive tart and soapy note that drowns out all of the nicer coffee and chocolate notes in the background. Finishes on a sour note, with some soap lingering in the aftertaste. Full mouthfeel with a medium body and carbonation.

I absolutely loved Big Bad Baptist and Big Bad Baptista, so I was really looking forward to this beer, which I kinda saved for a special occasion, so it came as huge disappointment to me to find it infected and undrinkable, had to darinpour it. My release number is 12 and there apparently have been other reports of infection with this release number, so avoid it like the plague.",snowcrash000
Bubba Brew's Great White,1.7,"Bonnerdale, Arkansas",Bubba Brew's Brewing Company,"11/10/19 - Hot Springs, Ar - on tap at Bubba's. Sparkling, pale golden, light snow white head. Butterscotch in the aroma and flavor. Should not be served to the public. Crisp mouthfeel.",PorterPounder
Karlsberg Helles,1.7,"Homburg, Saarland",Karlsberg Brauerei,"Can 500ml (KCM Rovaniemi)
Clear golden colour, small white head. Grainy, metallic aroma. Light-bodied. Sweet, low bitterness, apple and metal. Weak industrial Helles.",TBone
Southern Tier Lake Shore Fog,1.4,"Lakewood, New York",Southern Tier Brewing Company (ABV),"Tap bowser's, nice place. Slight haze on pale, not really a NE IPA, its just a little hazy. Sweet BO aroma, like your mate after sex. Reminds me of diesel. Bitter hop beer. Mouth coating almost astringent blast. What up with these bitter bastard big IPA styles? Straight up terribly on style IPA ass. Rude, IPA is simply rude. There, you have it. IPAWTF!",cheap
Cerveza Zulia,1.5,", Venezuela",AmBev Venezuela,"Color amarillo claro, sin turbiedad, transparente. Espuma blanca, irregular, de dos dedos de espesor y corta retención. Aroma escasísimo a cereal y maíz, rancio, con notas a jabón. Sabor igual, sensación metálica al atemperar, final corto, ligeramente dulce, sin amargor, alcohol imperceptible. Textura acuosa. Carbonatación media baja.

Un día de estos nos vamos a hacer daño probando cualquier basura de estas que se nos cruzan por delante.",ricardostercios
Whitehorse Claw Machine Wizard,1.9,"Berlin, Pennsylvania",Whitehorse Brewing LLC,"Tap at meadows tap room. Clear pale with a clean IPA nose, no BO. Initial big beefy brutal bitter hop attack on the palate. Large and in charge. Evolves into a perfectly IPA hop bitter bite. Not as viscous as most double IPA but quite an impact none the less. More like a regular IPA if you ask me. Yes, the taste is terribly on stle and maybe a little more fresh than most IPA.",cheap
Budweiser,1.7,"St. Louis, Missouri",Anheuser-Busch InBev (AB InBev),"Slavena-Lux 14 lei - 0.5 l
Renumitul Lager BUD produs si de  SUN InBev Ukraine dezamăgeşte toate aşteptările.Şi doar preţul mic face să o serveşti o dată pentru a nu te mai întoarce la ea.",AndreiProdan
Nörten-Hardenberger Pils ,1.9,"Kassel, Hesse",Martini-Brauerei (Einbecker Brauhaus),"Wässrig pappiges Bier mit stumpf herber, leichter Bitterkeit. Eines der schlechteren.",Craftakt
Koblenzer Bräu Natur Radler,1.7,"Koblenz, Rhineland-Palatinate",Koblenzer Brauerei,"33cl bottle. A clear yellow golden beer with a white head. Aroma of fresh sweet grainy malt, citrus. Taste of sweet citrus lemonade, sugar, no beer....",Beerhunter111
Gypsy Road Kolsch,1.0,"Kernersville, North Carolina",Gypsy Road Brewing Company,"Pours up a hazy piss yellow in the glass with a frothy white head. Aroma has some yeasty funk and a nasty chemical that has plagued every beer to come out of this place. Taste is yeasty with some funk and then the wave of bad water and bad brewing hit you like a succor punch. It's almost drinkable for a second, then it's time to take your caster oil. Just nasty.",HourGlass13
Gypsy Road Mr. Hyde Black IPA,0.7,"Kernersville, North Carolina",Gypsy Road Brewing Company,"Pours up a black color in the glass, with an off white head. Hoppy chemical aroma. Taste like cooked garbage. Old rotten vegetables and a nasty chemical with some bandaids thrown in. If Dr. Jekyll wasn't bad enough here is his partner sure to have you barfing on the dead plants out front. Just aweful.",HourGlass13
Gypsy Road Dr. Jekyll White Stout,1.8,"Kernersville, North Carolina",Gypsy Road Brewing Company,"Pours up a cloudy hazy gold color in the glass with a white head on top. Coffee aroma. Taste has lots of coffee up front and a nasty chemical presence on the finish. Like bad water. Medicinal. Gave me a monster headache for a day. Just in time for Halloween, and just bad.",HourGlass13
Pabst Blue Ribbon Extra,1.7,"Los Angeles, California",Pabst Brewing Company,"12oz can, variant of the usual PBR. Walmart. From the sublime to the ridiculous over the course of the past two days. Clear, pale yellow.  Tall head, somewhat sticky on the glass. Inert aroma - nearly non-existent, maybe a little powdery.  Zero bitterness - there's a faint astringency on the sides of the tongue, but that's not bittering.  This is just malt liquor or cream ale - without looking, I'm betting my 8-ball rating is higher.  Stick with the usual PBR, or get Busch Ice or something. #Odell #FSUvBC.",Aurelius
Germania Pilsener,1.6,"Frankenthal, Rhineland-Palatinate",Frankenthaler Brauhaus (Eichbaum),"Boring yellow and okay bleach white foam, soft rotting cabbage on the nose. Flavour is weak pilsner hops, some sugar, all not bound together by a watery mouthfeel. Rather boring and low rent, but luckily not disgusting.",DeanF
Schorschbräu Schorschbock Ice 34 Oak Aged,1.8,"Gunzenhausen-Oberasbach, Bavaria",Kleinbrauerei Schorschbräu,"Stark alkoholischer, säuerlich malzgier Beginn. Intensiv, brennend, spritig, viel Malz. Langer alkoholischer Abgang. 10/5/5/6/10/5",Koelschtrinker
Oettinger Bock,1.8,"Oettingen, Bavaria",Oettinger Bier Gruppe,"Herbacianego koloru piwo z średniej wielkości pianą. Aromat nijaki, trudny do określenia, w smaku słodowe, bez wyrazu, gorzkawe. Chyba najgorszy koźlak jaki piłem",Daboch
Crazy Cowboy American Lager,1.3,"La Crosse, Wisconsin",City Brewery (La Crosse Plant),Let's consider the price in this? For the price it is actually a damn good beer. Definitely better then king cobra or some other cheap beer!,PintRespek48
Bucegi,1.1,"Constanta, Romania",Malbera (Heineken Romania),"Clear golden appearance. Aroma is corn and malt. Flavour is bitter, malt and sweet. Not good!!",dantomlinson
Bucegi,0.6,"Constanta, Romania",Malbera (Heineken Romania),"Minimal off white head on flat golden body.
No aroma.
Thin & watery.
Tasteless crap.
That is awful
Although at £0.38 for a 500ml chilled can from the shop in Bucharest I suppose I shouldn't complain.....",simontomlinson
Camerons Tontine,1.2,"Hartlepool, Durham",Camerons Brewery (UK),"Very flat and tasteless. Taste was like a watered down cold cup of coffee (and yes I have tried that before) dark brown/black body with no head at all, smells of coffee. Honestly think it was a cold pint of coffee at three times the price. £4.80 on tap at head of steam in Nottingham. Been to this pub lots of times and beers are always good so I don't think it's their fault, just a poor beer.",luketomo
